ResponseId,MainBranch,Age,Employment,EdLevel,Country
4965,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
4966,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4967,I am a developer by profession,35-44 years old,"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Switzerland
4968,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4969,I am a developer by profession,45-54 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",United States of America
4970,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Israel
4971,I am a developer by profession,Prefer not to say,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ireland
4972,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4973,I am a developer by profession,35-44 years old,"Employed, full-time",Some college/university study without earning a degree,Czech Republic
4974,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bangladesh
4975,I am a developer by profession,18-24 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Italy
4976,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4977,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
4978,I am a developer by profession,18-24 years old,"Student, full-time;Not employed, but looking for work",Some college/university study without earning a degree,Ukraine
4979,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, part-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Switzerland
4980,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
4981,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
4982,I am a developer by profession,35-44 years old,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
4983,I am a developer by profession,18-24 years old,"Student, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
4984,I am a developer by profession,25-34 years old,"Student, full-time;Employed, part-time",Some college/university study without earning a degree,Russian Federation
4985,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4986,I am a developer by profession,35-44 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",United States of America
4987,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
4988,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",China
4989,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Saudi Arabia
4990,I am a developer by profession,55-64 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Czech Republic
4991,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
4992,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Iceland
4993,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Chile
4994,I am learning to code,18-24 years old,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Iran, Islamic Republic of..."
4995,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
4996,I am a developer by profession,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
4997,I code primarily as a hobby,Under 18 years old,"Independent contractor, freelancer, or self-employed",Primary/elementary school,Poland
4998,I am a developer by profession,35-44 years old,"Employed, part-time",Some college/university study without earning a degree,Netherlands
4999,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5000,I am learning to code,45-54 years old,"Independent contractor, freelancer, or self-employed;Retired",Some college/university study without earning a degree,Canada
5001,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Czech Republic
5002,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Canada
5003,I am a developer by profession,18-24 years old,"Employed, full-time;Student, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Italy
5004,I code primarily as a hobby,Under 18 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",India
5005,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
5006,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Trinidad and Tobago
5007,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Spain
5008,I am a developer by profession,18-24 years old,"Employed, part-time",Some college/university study without earning a degree,Italy
5009,I code primarily as a hobby,18-24 years old,"Student, full-time;Independent contractor, freelancer, or self-employed",Primary/elementary school,Denmark
5010,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5011,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5012,I code primarily as a hobby,Prefer not to say,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",China
5013,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5014,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5015,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Israel
5016,I am a developer by profession,18-24 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",United Kingdom of Great Britain and Northern Ireland
5017,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Turkey
5018,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5019,I am a developer by profession,45-54 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5020,I am learning to code,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5021,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Lebanon
5022,I am a developer by profession,18-24 years old,"Employed, full-time;Student, full-time;Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5023,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",China
5024,I am a developer by profession,18-24 years old,"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
5025,I am a developer by profession,25-34 years old,"Employed, full-time;Student, full-time",Some college/university study without earning a degree,United Kingdom of Great Britain and Northern Ireland
5026,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Sweden
5027,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
5028,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Switzerland
5029,I code primarily as a hobby,Under 18 years old,"Student, full-time",Primary/elementary school,Finland
5030,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
5031,I am a developer by profession,55-64 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United Kingdom of Great Britain and Northern Ireland
5032,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5033,"I used to be a developer by profession, but no longer am",45-54 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5034,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5035,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5036,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Israel
5037,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Russian Federation
5038,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5039,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
5040,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5041,I am a developer by profession,18-24 years old,"Not employed, but looking for work",Some college/university study without earning a degree,Bangladesh
5042,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5043,I am a developer by profession,25-34 years old,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bosnia and Herzegovina
5044,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
5045,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5046,I am a developer by profession,35-44 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5047,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5048,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",South Africa
5049,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5050,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5051,I am a developer by profession,35-44 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Belgium
5052,I am a developer by profession,25-34 years old,"Employed, full-time",Something else,Germany
5053,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5054,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5055,I am learning to code,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Albania
5056,I am a developer by profession,35-44 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",United States of America
5057,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5058,I am a developer by profession,18-24 years old,"Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Mauritania
5059,I am a developer by profession,25-34 years old,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",New Zealand
5060,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5061,I code primarily as a hobby,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Poland
5062,I am learning to code,18-24 years old,"Student, full-time;Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Egypt
5063,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5064,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",United Kingdom of Great Britain and Northern Ireland
5065,I am a developer by profession,Under 18 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Germany
5066,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5067,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
5068,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5069,I am a developer by profession,25-34 years old,"Employed, part-time",Some college/university study without earning a degree,Germany
5070,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Sierra Leone
5071,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Russian Federation
5072,I am learning to code,Under 18 years old,"Not employed, but looking for work;Student, part-time",Primary/elementary school,United States of America
5073,I am a developer by profession,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Canada
5074,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5075,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5076,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Panama
5077,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Denmark
5078,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5079,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5080,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5081,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Belgium
5082,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
5083,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5084,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
5085,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5086,I am a developer by profession,18-24 years old,"Student, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Romania
5087,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Switzerland
5088,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Portugal
5089,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5090,I am learning to code,45-54 years old,"Student, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Colombia
5091,I am a developer by profession,18-24 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",France
5092,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,Canada
5093,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Turkey
5094,I am a developer by profession,18-24 years old,"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5095,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United States of America
5096,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
5097,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5098,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Pakistan
5099,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
5100,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
5101,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
5102,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Canada
5103,I code primarily as a hobby,Under 18 years old,"Student, full-time",Primary/elementary school,India
5104,I am a developer by profession,25-34 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Netherlands
5105,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5106,I am a developer by profession,55-64 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5107,I am a developer by profession,35-44 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5108,I am a developer by profession,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5109,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5110,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Republic of Korea
5111,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ecuador
5112,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
5113,"I used to be a developer by profession, but no longer am",55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ireland
5114,I am a developer by profession,18-24 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5115,I code primarily as a hobby,Under 18 years old,"Student, full-time",Some college/university study without earning a degree,Bangladesh
5116,I am a developer by profession,35-44 years old,"Not employed, but looking for work;Not employed, and not looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5117,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Russian Federation
5118,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
5119,"I used to be a developer by profession, but no longer am",35-44 years old,"Not employed, and not looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bulgaria
5120,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Not employed, but looking for work",Some college/university study without earning a degree,United Kingdom of Great Britain and Northern Ireland
5121,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5122,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,Canada
5123,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Singapore
5124,I am a developer by profession,25-34 years old,"Student, part-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
5125,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
5126,I am a developer by profession,45-54 years old,"Employed, full-time",Some college/university study without earning a degree,United Kingdom of Great Britain and Northern Ireland
5127,I code primarily as a hobby,Under 18 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Belgium
5128,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Bulgaria
5129,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
5130,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
5131,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Cuba
5132,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5133,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5134,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
5135,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Brazil
5136,"I used to be a developer by profession, but no longer am",65 years or older,"Not employed, and not looking for work;Retired","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5137,I am learning to code,18-24 years old,I prefer not to say,Some college/university study without earning a degree,India
5138,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Lithuania
5139,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5140,I am a developer by profession,35-44 years old,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Switzerland
5141,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Brazil
5142,I am a developer by profession,25-34 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",South Africa
5143,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",United States of America
5144,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5145,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5146,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Turkey
5147,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5148,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",France
5149,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5150,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",Some college/university study without earning a degree,Romania
5151,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Spain
5152,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Belgium
5153,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Spain
5154,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5155,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
5156,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Germany
5157,I code primarily as a hobby,Under 18 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
5158,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Italy
5159,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Czech Republic
5160,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Russian Federation
5161,I am a developer by profession,35-44 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",France
5162,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5163,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
5164,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5165,I am a developer by profession,55-64 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5166,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5167,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",France
5168,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5169,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5170,I code primarily as a hobby,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",India
5171,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",South Africa
5172,I am a developer by profession,25-34 years old,"Employed, full-time",Something else,Nepal
5173,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5174,I am a developer by profession,55-64 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Netherlands
5175,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5176,I am a developer by profession,35-44 years old,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5177,"I am not primarily a developer, but I write code sometimes as part of my work/studies",65 years or older,Retired,Some college/university study without earning a degree,United States of America
5178,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Portugal
5179,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5180,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Russian Federation
5181,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
